"","lon","lat","TEM"
"700",-74.75,38.75,11.1
"701",-74.25,38.75,12.1
"702",-73.75,38.75,12.9
"703",-73.25,38.75,13.4
"704",-91.25,39.25,6.5
"705",-90.75,39.25,6.5
"706",-90.25,39.25,6.5
"707",-89.75,39.25,6.4
"708",-89.25,39.25,6.3
"709",-88.75,39.25,6.2
"710",-88.25,39.25,6.1
"711",-87.75,39.25,6.2
"712",-87.25,39.25,6.2
"713",-86.75,39.25,6.2
"714",-86.25,39.25,6.1
"715",-85.75,39.25,6
"716",-85.25,39.25,6
"717",-84.75,39.25,6.1
"718",-84.25,39.25,6.2
"719",-83.75,39.25,5.9
"720",-83.25,39.25,6.1
"721",-82.75,39.25,6.2
"722",-82.25,39.25,6.3
"723",-81.75,39.25,6.3
"724",-81.25,39.25,6.2
"725",-80.75,39.25,6.2
"726",-80.25,39.25,5.6
"727",-79.75,39.25,5
"728",-79.25,39.25,4.7
"729",-78.75,39.25,5.4
"730",-78.25,39.25,6.1
"731",-77.75,39.25,6.5
"732",-77.25,39.25,6.9
"733",-76.75,39.25,7.3
"734",-76.25,39.25,7.9
"735",-75.75,39.25,8.1
"736",-75.25,39.25,8.7
"737",-74.75,39.25,9.6
"738",-74.25,39.25,10.7
"739",-73.75,39.25,12
"740",-73.25,39.25,12.6
"741",-91.25,39.75,6
"742",-90.75,39.75,6
"743",-90.25,39.75,6
"744",-89.75,39.75,5.9
"745",-89.25,39.75,5.8
"746",-88.75,39.75,5.7
"747",-88.25,39.75,5.7
"748",-87.75,39.75,5.7
"749",-87.25,39.75,5.7
"750",-86.75,39.75,5.6
"751",-86.25,39.75,5.6
"752",-85.75,39.75,5.4
"753",-85.25,39.75,5.4
"754",-84.75,39.75,5.4
"755",-84.25,39.75,5.6
"756",-83.75,39.75,5.5
"757",-83.25,39.75,5.6
"758",-82.75,39.75,5.7
"759",-82.25,39.75,5.8
"760",-81.75,39.75,5.8
"761",-81.25,39.75,5.7
"762",-80.75,39.75,5.7
"763",-80.25,39.75,5.5
"764",-79.75,39.75,5
"765",-79.25,39.75,4.5
"766",-78.75,39.75,4.8
"767",-78.25,39.75,5.4
"768",-77.75,39.75,5.7
"769",-77.25,39.75,5.9
"770",-76.75,39.75,6.3
"771",-76.25,39.75,6.7
"772",-75.75,39.75,7.2
"773",-75.25,39.75,7.5
"774",-74.75,39.75,8.1
"775",-74.25,39.75,9.2
"776",-73.75,39.75,10.9
"777",-73.25,39.75,11.8
"778",-91.25,40.25,5.4
"779",-90.75,40.25,5.4
"780",-90.25,40.25,5.4
"781",-89.75,40.25,5.4
"782",-89.25,40.25,5.3
"783",-88.75,40.25,5.2
"784",-88.25,40.25,5.2
"785",-87.75,40.25,5.3
"786",-87.25,40.25,5.3
"787",-86.75,40.25,5.2
"788",-86.25,40.25,5.2
"789",-85.75,40.25,5.1
"790",-85.25,40.25,5
"791",-84.75,40.25,5.1
"792",-84.25,40.25,5.2
"793",-83.75,40.25,5.2
"794",-83.25,40.25,5.2
"795",-82.75,40.25,5.2
"796",-82.25,40.25,5.2
"797",-81.75,40.25,5.3
"798",-81.25,40.25,5.2
"799",-80.75,40.25,5.2
"800",-80.25,40.25,5.2
"801",-79.75,40.25,5
"802",-79.25,40.25,4.5
"803",-78.75,40.25,4.2
"804",-78.25,40.25,4.6
"805",-77.75,40.25,4.9
"806",-77.25,40.25,5.3
"807",-76.75,40.25,5.6
"808",-76.25,40.25,5.8
"809",-75.75,40.25,6.1
"810",-75.25,40.25,6.5
"811",-74.75,40.25,7.1
"812",-74.25,40.25,8.1
"813",-73.75,40.25,9.7
"814",-73.25,40.25,10.5
"815",-91.25,40.75,4.8
"816",-90.75,40.75,4.8
"817",-90.25,40.75,4.8
"818",-89.75,40.75,4.8
"819",-89.25,40.75,4.8
"820",-88.75,40.75,4.8
"821",-88.25,40.75,4.9
"822",-87.75,40.75,4.9
"823",-87.25,40.75,5
"824",-86.75,40.75,5
"825",-86.25,40.75,5
"826",-85.75,40.75,4.9
"827",-85.25,40.75,4.9
"828",-84.75,40.75,5
"829",-84.25,40.75,5
"830",-83.75,40.75,5
"831",-83.25,40.75,5
"832",-82.75,40.75,4.9
"833",-82.25,40.75,4.9
"834",-81.75,40.75,4.9
"835",-81.25,40.75,4.8
"836",-80.75,40.75,4.8
"837",-80.25,40.75,4.8
"838",-79.75,40.75,4.6
"839",-79.25,40.75,4.3
"840",-78.75,40.75,3.8
"841",-78.25,40.75,4
"842",-77.75,40.75,4.3
"843",-77.25,40.75,4.6
"844",-76.75,40.75,4.9
"845",-76.25,40.75,4.8
"846",-75.75,40.75,4.9
"847",-75.25,40.75,5.3
"848",-74.75,40.75,5.9
"849",-74.25,40.75,6.6
"850",-73.75,40.75,7.8
"851",-73.25,40.75,8.8
"852",-91.25,41.25,4.2
"853",-90.75,41.25,4.2
"854",-90.25,41.25,4.2
"855",-89.75,41.25,4.2
"856",-89.25,41.25,4.3
"857",-88.75,41.25,4.4
"858",-88.25,41.25,4.5
"859",-87.75,41.25,4.7
"860",-87.25,41.25,4.9
"861",-86.75,41.25,4.9
"862",-86.25,41.25,4.8
"863",-85.75,41.25,4.6
"864",-85.25,41.25,4.6
"865",-84.75,41.25,4.6
"866",-84.25,41.25,4.8
"867",-83.75,41.25,5
"868",-83.25,41.25,5.2
"869",-82.75,41.25,5.5
"870",-82.25,41.25,5.7
"871",-81.75,41.25,5.5
"872",-81.25,41.25,4.9
"873",-80.75,41.25,4.7
"874",-80.25,41.25,4.4
"875",-79.75,41.25,4.1
"876",-79.25,41.25,3.8
"877",-78.75,41.25,3.4
"878",-78.25,41.25,3.4
"879",-77.75,41.25,3.5
"880",-77.25,41.25,3.6
"881",-76.75,41.25,3.8
"882",-76.25,41.25,3.8
"883",-75.75,41.25,3.8
"884",-75.25,41.25,4.2
"885",-74.75,41.25,4.6
"886",-74.25,41.25,5.1
"887",-73.75,41.25,5.8
"888",-73.25,41.25,6.7
"889",-91.25,41.75,3.6
"890",-90.75,41.75,3.6
"891",-90.25,41.75,3.7
"892",-89.75,41.75,3.7
"893",-89.25,41.75,3.7
