"lon","lat","TEM"
-91.25,38.25,25.1
-90.75,38.25,25.2
-90.25,38.25,25.1
-89.75,38.25,24.9
-89.25,38.25,24.7
-88.75,38.25,24.6
-88.25,38.25,24.5
-87.75,38.25,24.4
-87.25,38.25,24.4
-86.75,38.25,24.6
-86.25,38.25,24.8
-85.75,38.25,24.4
-85.25,38.25,24.2
-84.75,38.25,24.1
-84.25,38.25,24.1
-83.75,38.25,24.1
-83.25,38.25,24.1
-82.75,38.25,24.2
-82.25,38.25,24.2
-81.75,38.25,23.9
-81.25,38.25,23.3
-80.75,38.25,21.9
-80.25,38.25,21
-79.75,38.25,21.2
-79.25,38.25,22.1
-78.75,38.25,23.5
-78.25,38.25,24.6
-77.75,38.25,25.2
-77.25,38.25,25.5
-76.75,38.25,25.7
-76.25,38.25,25.9
-75.75,38.25,25.5
-75.25,38.25,25
-74.75,38.25,24.8
-74.25,38.25,0
-73.75,38.25,0
-73.25,38.25,0
-91.25,38.75,24.9
-90.75,38.75,24.9
-90.25,38.75,24.7
-89.75,38.75,24.4
-89.25,38.75,24.1
-88.75,38.75,24.1
-88.25,38.75,24
-87.75,38.75,23.9
-87.25,38.75,24
-86.75,38.75,24.3
-86.25,38.75,24.4
-85.75,38.75,24
-85.25,38.75,23.9
-84.75,38.75,24.1
-84.25,38.75,24.1
-83.75,38.75,23.9
-83.25,38.75,24.1
-82.75,38.75,24.3
-82.25,38.75,24.5
-81.75,38.75,24.3
-81.25,38.75,23.9
-80.75,38.75,23
-80.25,38.75,21.5
-79.75,38.75,20.8
-79.25,38.75,21.3
-78.75,38.75,22.7
-78.25,38.75,24
-77.75,38.75,24.7
-77.25,38.75,25.1
-76.75,38.75,25.2
-76.25,38.75,25.4
-75.75,38.75,25.2
-75.25,38.75,24.8
-74.75,38.75,24.6
-74.25,38.75,24.5
-73.75,38.75,24.7
-73.25,38.75,24.7
-91.25,39.25,24.5
-90.75,39.25,24.5
-90.25,39.25,24.2
-89.75,39.25,24
-89.25,39.25,23.7
-88.75,39.25,23.6
-88.25,39.25,23.8
-87.75,39.25,23.7
-87.25,39.25,23.7
-86.75,39.25,23.8
-86.25,39.25,23.8
-85.75,39.25,23.4
-85.25,39.25,23.4
-84.75,39.25,23.6
-84.25,39.25,23.7
-83.75,39.25,23.2
-83.25,39.25,23.7
-82.75,39.25,24
-82.25,39.25,24.2
-81.75,39.25,24.2
-81.25,39.25,23.8
-80.75,39.25,23.4
-80.25,39.25,22.5
-79.75,39.25,21.5
-79.25,39.25,21.4
-78.75,39.25,22.6
-78.25,39.25,23.6
-77.75,39.25,24.2
-77.25,39.25,24.4
-76.75,39.25,24.5
-76.25,39.25,24.7
-75.75,39.25,24.7
-75.25,39.25,24.4
-74.75,39.25,24.2
-74.25,39.25,24.1
-73.75,39.25,24.3
-73.25,39.25,24.4
-91.25,39.75,24.2
-90.75,39.75,24.2
-90.25,39.75,24
-89.75,39.75,23.8
-89.25,39.75,23.6
-88.75,39.75,23.4
-88.25,39.75,23.7
-87.75,39.75,23.6
-87.25,39.75,23.3
-86.75,39.75,23.1
-86.25,39.75,23
-85.75,39.75,22.8
